new_index,original_index,Contract Area,Number Of Trees,Scientific Name,Common Name,Height In Metres,Spread In Metres,Diameter In Centimetres At Breast Height,Maturity,Longitude,Latitude,Location
1,10249,Parks,1,Tilia europaea,Lime - Common,9,3,38,Semi-mature,-0.139685,51.543638,"(51.543638, -0.139685)"
2,2737,Highways,1,Platanus x hispanica,London plane,7,5,20,Early mature,-0.125329,51.534471,"(51.534471, -0.125329)"
3,2810,Highways,1,Tilia euchlora,Lime - Caucasian,9,4,32,Mature,-0.15559,51.553976,"(51.553976, -0.15559)"
4,5123,Highways,1,Pyrus calleryana 'Chanticclere',Pear - Chanticclere,10,6,30,Semi-mature,-0.141633,51.536339,"(51.536339, -0.141633)"
5,10680,Highways,1,Tilia euchlora,Lime - Caucasian,12,5,30,Semi-mature,-0.17235,51.553793,"(51.553793, -0.17235)"
6,19709,Highways,1,Platanus x hispanica,London plane,20,12,112,Mature,-0.171537,51.551764,"(51.551764, -0.171537)"
7,5110,Highways,1,Tilia euchlora,Lime - Caucasian,7,3,28,Semi-mature,-0.154589,51.55437,"(51.55437, -0.154589)"
8,21286,Highways,1,Tilia europaea,Lime - Common,12,3,52,Mature,-0.156658,51.546051,"(51.546051, -0.156658)"
9,21596,Highways,1,Tilia euchlora,Lime - Caucasian,11,4,26,Semi-mature,-0.174566,51.552673,"(51.552673, -0.174566)"
10,16999,Parks,1,Platanus x hispanica,London plane,25,17,76,Mature,-0.130105,51.534552,"(51.534552, -0.130105)"
11,15516,Highways,1,Fraxinus excelsior,Ash,7,5,35,Semi-mature,-0.145016,51.560076,"(51.560076, -0.145016)"
12,21328,Highways,1,Prunus subhirtella 'Autumnalis',Cherry - Rosebud,5,3,8,Young,-0.140048,51.539681,"(51.539681, -0.140048)"
13,5085,Parks,1,Acer campestre,Maple - Field,5,3,9,Semi-mature,-0.134169,51.540709,"(51.540709, -0.134169)"
14,1021,Housing,1,Robinia pseudoacacia,False Acacia,16,6,32,Semi-mature,-0.134327,51.534514,"(51.534514, -0.134327)"
15,2410,Highways,1,Platanus x hispanica,London plane,17,10,72,Mature,-0.139895,51.528161,"(51.528161, -0.139895)"
16,11091,Housing,1,Sorbus aria,Whitebeam,10,6,32,Semi-mature,-0.147559,51.548529,"(51.548529, -0.147559)"
17,379,Highways,1,Betula pendula,Birch - Silver,13,3,14,Mature,-0.186808,51.543006,"(51.543006, -0.186808)"
18,20428,Housing,1,Prunus avium,"Cherry - Wild, Gean",10,3,39,Semi-mature,-0.149248,51.549715,"(51.549715, -0.149248)"
19,1723,Highways,1,Platanus x hispanica,London plane,17,9,77,Mature,-0.191714,51.560939,"(51.560939, -0.191714)"
20,22544,Highways,1,Platanus x hispanica,London plane,13,8,72,Mature,-0.167329,51.555007,"(51.555007, -0.167329)"
21,12997,Highways,1,Pyrus calleryana 'Chanticclere',Pear - Chanticclere,8,3,24,Semi-mature,-0.142196,51.542834,"(51.542834, -0.142196)"
22,1943,Highways,1,Acer platanoides,Maple - Norway,8,6,39,Semi-mature,-0.183543,51.567914,"(51.567914, -0.183543)"
23,5376,Highways,1,Betula pendula,Birch - Silver,10,6,25,Mature,-0.190721,51.551976,"(51.551976, -0.190721)"
24,24077,Highways,1,Platanus x hispanica,London plane,17,9,60,Mature,-0.135992,51.530951,"(51.530951, -0.135992)"
25,5619,Highways,1,Robinia pseudoacacia,False Acacia,11,6,41,Mature,-0.19423,51.544399,"(51.544399, -0.19423)"
26,24314,Highways,1,Platanus x hispanica,London plane,25,15,96,Mature,-0.140983,51.526485,"(51.526485, -0.140983)"
27,7019,Housing,1,Acer campestre,Maple - Field,4,4,14,Semi-mature,-0.138788,51.536495,"(51.536495, -0.138788)"
28,9584,Housing,1,Acer platanoides,Maple - Norway,15,8,36,Semi-mature,-0.148744,51.552031,"(51.552031, -0.148744)"
29,4935,Housing,1,Acer pseudoplatanus,Sycamore,16,8,43,Mature,-0.119274,51.527141,"(51.527141, -0.119274)"
30,10888,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,3,15,Semi-mature,-0.14262,51.540368,"(51.540368, -0.14262)"
31,7986,Parks,1,Tilia euchlora,Lime - Caucasian,9,4,21,Early mature,-0.138756,51.544739,"(51.544739, -0.138756)"
32,10433,Parks,1,Crataegus monogyna,Hawthorn - Common,6,6,39,Mature,-0.197913,51.543509,"(51.543509, -0.197913)"
33,24283,Highways,1,Prunus cerasifera 'Pissardii',Plum,8,6,39,Mature,-0.174084,51.557101,"(51.557101, -0.174084)"
34,15856,Highways,1,Platanus x hispanica,London plane,12,6,46,Semi-mature,-0.146073,51.541859,"(51.541859, -0.146073)"
35,481,Housing,1,Fraxinus excelsior,Ash,13,8,77,Mature,-0.191535,51.555351,"(51.555351, -0.191535)"
36,10297,Highways,1,Platanus x hispanica,London plane,18,11,66,Mature,-0.173821,51.544005,"(51.544005, -0.173821)"
37,8080,Highways,1,Malus unidentified species,Apple,6,2,10,Semi-mature,-0.14557,51.542822,"(51.542822, -0.14557)"
38,22370,Highways,1,Amelanchier lamarckii,June Berry,5,2,8,Young,-0.150783,51.552486,"(51.552486, -0.150783)"
39,21441,Highways,1,Tilia europaea,Lime - Common,22,14,65,Mature,-0.169611,51.545428,"(51.545428, -0.169611)"
40,12450,Highways,1,Platanus x hispanica,London plane,16,9,37,Semi-mature,-0.146478,51.564466,"(51.564466, -0.146478)"
41,15728,Housing,1,Sorbus aria,Whitebeam,6,7,37,Mature,-0.175826,51.54061,"(51.54061, -0.175826)"
42,21980,Highways,1,Fraxinus excelsior,Ash,15,8,38,Semi-mature,-0.130601,51.533673,"(51.533673, -0.130601)"
43,2632,Highways,1,Tilia europaea,Lime - Common,11,7,38,Semi-mature,-0.117878,51.526261,"(51.526261, -0.117878)"
44,5174,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",9,3,12,Young,-0.124153,51.527376,"(51.527376, -0.124153)"
45,17562,Highways,1,Platanus x hispanica,London plane,15,9,59,Mature,-0.135979,51.5232,"(51.5232, -0.135979)"
46,12962,Highways,1,Acer campestre,Maple - Field,9,5,22,Semi-mature,-0.139095,51.52277,"(51.52277, -0.139095)"
47,15981,Housing,1,Acer campestre,Maple - Field,5,3,10,Semi-mature,-0.163799,51.552135,"(51.552135, -0.163799)"
48,2935,Highways,1,Platanus x hispanica,London plane,23,12,61,Mature,-0.13102,51.52511,"(51.52511, -0.13102)"
49,15926,Housing,1,Betula pendula,Birch - Silver,13,7,42,Mature,-0.150012,51.550425,"(51.550425, -0.150012)"
50,467,Highways,1,Fraxinus excelsior,Ash,9,8,56,Mature,-0.144961,51.560013,"(51.560013, -0.144961)"
51,13397,Highways,1,Acer platanoides,Maple - Norway,13,8,53,Mature,-0.180375,51.541934,"(51.541934, -0.180375)"
52,9259,Highways,1,Platanus x hispanica,London plane,13,6,34,Semi-mature,-0.15236,51.543683,"(51.543683, -0.15236)"
53,8098,Housing,1,Acer pseudoplatanus,Sycamore,16,8,50,Mature,-0.141085,51.561441,"(51.561441, -0.141085)"
54,18309,Highways,1,Platanus x hispanica,London plane,19,11,79,Mature,-0.21274,51.55461,"(51.55461, -0.21274)"
55,6733,Highways,1,Platanus x hispanica,London plane,14,5,60,Mature,-0.143037,51.535809,"(51.535809, -0.143037)"
56,16997,Highways,1,Platanus x hispanica,London plane,22,12,71,Mature,-0.120632,51.517874,"(51.517874, -0.120632)"
57,12884,Highways,1,Amelanchier lamarckii,June Berry,5,1,10,Young,-0.14543,51.560498,"(51.560498, -0.14543)"
58,4552,Highways,1,Platanus x hispanica,London plane,17,8,37,Mature,-0.123933,51.527564,"(51.527564, -0.123933)"
59,18573,Housing,1,Platanus x hispanica,London plane,24,14,96,Mature,-0.176645,51.540232,"(51.540232, -0.176645)"
60,21745,Highways,1,Tilia europaea,Lime - Common,16,7,65,Mature,-0.172336,51.554135,"(51.554135, -0.172336)"
61,8215,Highways,1,Platanus x hispanica,London plane,6,4,13,Young,-0.134288,51.536632,"(51.536632, -0.134288)"
62,24350,Highways,1,Alnus cordata,Alder - Italian,15,6,59,Mature,-0.191899,51.549405,"(51.549405, -0.191899)"
63,17870,Highways,1,Pyrus calleryana 'Chanticclere',Pear - Chanticclere,10,4,30,Mature,-0.139167,51.522917,"(51.522917, -0.139167)"
64,14966,Highways,1,Tilia europaea,Lime - Common,11,6,63,Mature,-0.162399,51.55744,"(51.55744, -0.162399)"
65,14672,Housing,1,Betula pendula,Birch - Silver,14,7,27,Mature,-0.195992,51.541245,"(51.541245, -0.195992)"
66,18193,Highways,1,Ginkgo biloba,Maidenhair tree,4,1,5,Young,-0.138625,51.5493,"(51.5493, -0.138625)"
67,11599,Highways,1,Tilia europaea,Lime - Common,12,6,39,Mature,-0.148591,51.570448,"(51.570448, -0.148591)"
68,2279,Housing,1,Tilia europaea,Lime - Common,18,9,37,Mature,-0.149774,51.544901,"(51.544901, -0.149774)"
69,13966,Highways,1,Ginkgo biloba,Maidenhair tree,5,2,9,Young,-0.119439,51.518485,"(51.518485, -0.119439)"
70,1639,Highways,1,Pyrus calleryana 'Chanticclere',Pear - Chanticclere,8,4,28,Mature,-0.204273,51.553876,"(51.553876, -0.204273)"
71,19794,Highways,1,Platanus x hispanica,London plane,25,18,85,Mature,-0.117288,51.517951,"(51.517951, -0.117288)"
72,16984,Highways,1,Betula pendula,Birch - Silver,17,5,39,Mature,-0.160909,51.553356,"(51.553356, -0.160909)"
73,3381,Highways,1,Platanus x hispanica,London plane,10,5,22,Semi-mature,-0.125076,51.541399,"(51.541399, -0.125076)"
74,3233,Parks,1,Ilex aquifolium,Holly,12,6,25,Semi-mature,-0.148868,51.570604,"(51.570604, -0.148868)"
75,5627,Highways,1,Acer campestre,Maple - Field,10,5,21,Semi-mature,-0.135244,51.519522,"(51.519522, -0.135244)"
76,8928,Highways,1,Platanus x hispanica,London plane,14,6,42,Mature,-0.191021,51.536166,"(51.536166, -0.191021)"
77,3410,Highways,1,Platanus x hispanica,London plane,13,7,74,Mature,-0.194976,51.547482,"(51.547482, -0.194976)"
78,7343,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,9,3,29,Semi-mature,-0.127511,51.54618,"(51.54618, -0.127511)"
79,17930,Housing,1,Acer pseudoplatanus,Sycamore,17,15,70,Mature,-0.183676,51.5467,"(51.5467, -0.183676)"
80,20001,Housing,1,Acer pseudoplatanus,Sycamore,15,10,40,Semi-mature,-0.156272,51.548629,"(51.548629, -0.156272)"
81,12483,Highways,1,Sorbus aria,Whitebeam,13,6,30,Semi-mature,-0.121989,51.523066,"(51.523066, -0.121989)"
82,16192,Housing,1,Aesculus hippocastanum,Horse Chestnut,21,16,130,Late mature,-0.160365,51.541722,"(51.541722, -0.160365)"
83,10520,Housing,1,Acer pseudoplatanus,Sycamore,18,6,45,Semi-mature,-0.142625,51.54513,"(51.54513, -0.142625)"
84,10940,Parks,1,Alnus cordata,Alder - Italian,10,3,14,Semi-mature,-0.138278,51.544518,"(51.544518, -0.138278)"
85,10091,Housing,1,Tilia europaea,Lime - Common,13,6,40,Semi-mature,-0.161451,51.543635,"(51.543635, -0.161451)"
86,6474,Highways,1,Acer campestre,Maple - Field,9,6,19,Semi-mature,-0.118472,51.521734,"(51.521734, -0.118472)"
87,3508,Highways,1,Platanus x hispanica,London plane,16,12,52,Mature,-0.119125,51.515863,"(51.515863, -0.119125)"
88,1785,Highways,1,Platanus x hispanica,London plane,6,4,16,Young,-0.191372,51.559926,"(51.559926, -0.191372)"
89,2484,Highways,1,Betula pendula,Birch - Silver,10,7,32,Mature,-0.128509,51.547689,"(51.547689, -0.128509)"
90,17039,Highways,1,Acer campestre,Maple - Field,4,1,5,Young,-0.148705,51.542796,"(51.542796, -0.148705)"
91,8709,Housing,1,Tilia europaea,Lime - Common,18,11,62,Mature,-0.160177,51.551013,"(51.551013, -0.160177)"
92,3634,Housing,1,Alnus cordata,Alder - Italian,7,3,14,Semi-mature,-0.154095,51.553176,"(51.553176, -0.154095)"
93,15346,Housing,1,Prunus avium,"Cherry - Wild, Gean",7,5,14,Semi-mature,-0.192844,51.54218,"(51.54218, -0.192844)"
94,20561,Highways,1,Betula pendula,Birch - Silver,13,8,36,Mature,-0.161785,51.556541,"(51.556541, -0.161785)"
95,22998,Highways,1,Tilia euchlora,Lime - Caucasian,12,7,43,Semi-mature,-0.210277,51.553518,"(51.553518, -0.210277)"
96,18901,Highways,1,Alnus cordata,Alder - Italian,10,5,19,Semi-mature,-0.132814,51.529053,"(51.529053, -0.132814)"
97,7671,Highways,1,Platanus x hispanica,London plane,15,6,42,Semi-mature,-0.126993,51.515608,"(51.515608, -0.126993)"
98,2529,Housing,1,Ginkgo biloba,Maidenhair tree,4,1.5,5,Young,-0.140354,51.549354,"(51.549354, -0.140354)"
99,965,Highways,1,Betula pendula,Birch - Silver,11,6,18,Semi-mature,-0.191321,51.55053,"(51.55053, -0.191321)"
100,24017,Housing,1,Tilia europaea,Lime - Common,12,9,39,Mature,-0.155966,51.545918,"(51.545918, -0.155966)"
101,2023,Housing,1,Acer pseudoplatanus,Sycamore,21,11,62,Mature,-0.161623,51.542347,"(51.542347, -0.161623)"
102,23305,Housing,1,Prunus avium,"Cherry - Wild, Gean",7,5,15,Young,-0.189659,51.535693,"(51.535693, -0.189659)"
103,1102,Highways,1,Robinia pseudoacacia,False Acacia,4,4,7,Young,-0.116163,51.52022,"(51.52022, -0.116163)"
104,4934,Highways,1,Platanus x hispanica,London plane,15,8,63,Mature,-0.138643,51.556695,"(51.556695, -0.138643)"
105,14113,Highways,1,Amelanchier lamarckii,June Berry,3,1.5,4,Young,-0.196847,51.550894,"(51.550894, -0.196847)"
106,6583,Housing,1,Platanus x hispanica,London plane,24,18,68,Mature,-0.157386,51.553211,"(51.553211, -0.157386)"
107,6338,Parks,1,Platanus x hispanica,London plane,34,18,109,Semi-mature,-0.135842,51.534647,"(51.534647, -0.135842)"
108,21552,Housing,1,Prunus kanzan,Cherry - Double pint,4,2,8,Young,-0.161607,51.550001,"(51.550001, -0.161607)"
109,1268,Housing,1,Betula pendula,Birch - Silver,8,4,15,Semi-mature,-0.152352,51.553493,"(51.553493, -0.152352)"
110,3119,Highways,1,Alnus cordata,Alder - Italian,8,4,19,Semi-mature,-0.162158,51.536816,"(51.536816, -0.162158)"
111,13603,Highways,1,Acer platanoides,Maple - Norway,4,4,8,Semi-mature,-0.152706,51.538292,"(51.538292, -0.152706)"
112,22237,Highways,1,Acer campestre,Maple - Field,6,3,12,Young,-0.200082,51.550788,"(51.550788, -0.200082)"
113,22899,Housing,1,Platanus x hispanica,London plane,15,8,70,Mature,-0.146712,51.545412,"(51.545412, -0.146712)"
114,6259,Highways,1,Acer platanoides,Maple - Norway,11,8,47,Mature,-0.137983,51.535528,"(51.535528, -0.137983)"
115,3079,Highways,1,Platanus x hispanica,London plane,11,6,60,Mature,-0.201959,51.548127,"(51.548127, -0.201959)"
116,11443,Highways,1,Pyrus calleryana 'Chanticclere',Pear - Chanticclere,8,4,17,Semi-mature,-0.133684,51.518319,"(51.518319, -0.133684)"
117,23547,Highways,1,Tilia europaea,Lime - Common,15,5,58,Mature,-0.172051,51.553657,"(51.553657, -0.172051)"
118,2174,Highways,1,Carpinus betulus,Hornbeam,10,4,39,Semi-mature,-0.129322,51.529011,"(51.529011, -0.129322)"
119,5413,Highways,1,Prunus cerasifera 'Pissardii',Plum,7,5,23,Semi-mature,-0.146115,51.546359,"(51.546359, -0.146115)"
120,18144,Parks,1,Malus unidentified species,Apple,3,1,5,Young,-0.196971,51.544563,"(51.544563, -0.196971)"
121,16466,Highways,1,Platanus x hispanica,London plane,21,13,90,Mature,-0.171965,51.540463,"(51.540463, -0.171965)"
122,3123,Highways,1,Fraxinus excelsior,Ash,6,4,20,Semi-mature,-0.145559,51.55712,"(51.55712, -0.145559)"
123,20136,Housing,1,Fraxinus excelsior,Ash,17,15,80,Mature,-0.131203,51.551491,"(51.551491, -0.131203)"
124,14150,Parks,1,Platanus x hispanica,London plane,22,18,96,Mature,-0.138819,51.53899,"(51.53899, -0.138819)"
125,24076,Highways,1,Tilia euchlora,Lime - Caucasian,2.5,3,5,Young,-0.176207,51.558671,"(51.558671, -0.176207)"
126,16416,Highways,1,Ginkgo biloba,Maidenhair tree,6,3,14,Young,-0.157518,51.545675,"(51.545675, -0.157518)"
127,3889,Housing,1,Malus unidentified species,Apple,8,3,15,Mature,-0.130279,51.533976,"(51.533976, -0.130279)"
128,3240,Housing,1,Acer pseudoplatanus,Sycamore,18,14,61,Mature,-0.17773,51.544921,"(51.544921, -0.17773)"
129,6678,Highways,1,Platanus x hispanica,London plane,11,3,19,Semi-mature,-0.124147,51.539216,"(51.539216, -0.124147)"
130,446,Parks,1,Platanus x hispanica,London plane,30,16,99,Mature,-0.135998,51.534168,"(51.534168, -0.135998)"
131,16954,Housing,1,Prunus avium,"Cherry - Wild, Gean",11,8,36,Mature,-0.162023,51.552557,"(51.552557, -0.162023)"
132,17078,Highways,1,Platanus x hispanica,London plane,23,16,91,Mature,-0.111834,51.522335,"(51.522335, -0.111834)"
133,2915,Housing,1,Tilia europaea,Lime - Common,18,7,51,Mature,-0.184925,51.546541,"(51.546541, -0.184925)"
134,24321,Housing,1,Platanus x hispanica,London plane,10,5,26,Semi-mature,-0.188229,51.548819,"(51.548819, -0.188229)"
135,10136,Highways,1,Pyrus calleryana 'Chanticclere',Pear - Chanticclere,6,2,12,Semi-mature,-0.131098,51.517262,"(51.517262, -0.131098)"
136,4909,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,11,5,26,Semi-mature,-0.11982,51.519059,"(51.519059, -0.11982)"
137,318,Parks,1,Platanus x hispanica,London plane,28,21,157,Mature,-0.121253,51.524205,"(51.524205, -0.121253)"
138,19228,Parks,1,Tilia europaea,Lime - Common,18,10,53,Mature,-0.14893,51.570554,"(51.570554, -0.14893)"
139,6292,Housing,1,Platanus x hispanica,London plane,23,15,92,Mature,-0.140901,51.528094,"(51.528094, -0.140901)"
140,17342,Highways,1,Acer platanoides,Maple - Norway,12,7,32,Semi-mature,-0.133077,51.534078,"(51.534078, -0.133077)"
141,23117,Housing,1,Acer platanoides,Maple - Norway,17,8,42,Mature,-0.191644,51.540243,"(51.540243, -0.191644)"
142,4856,Highways,1,Platanus x hispanica,London plane,19,17,100,Mature,-0.115697,51.526899,"(51.526899, -0.115697)"
143,10112,Highways,1,Tilia europaea,Lime - Common,14,9,30,Semi-mature,-0.117442,51.525729,"(51.525729, -0.117442)"
144,1997,Housing,1,Tilia europaea,Lime - Common,14,9,41,Semi-mature,-0.138349,51.543126,"(51.543126, -0.138349)"
145,20729,Highways,1,Platanus x hispanica,London plane,18,11,55,Mature,-0.189926,51.557947,"(51.557947, -0.189926)"
146,1238,Highways,1,Robinia pseudoacacia,False Acacia,10,6,36,Semi-mature,-0.147297,51.54877,"(51.54877, -0.147297)"
147,8933,Highways,1,Platanus x hispanica,London plane,11,6,27,Semi-mature,-0.123206,51.538672,"(51.538672, -0.123206)"
148,10145,Highways,1,Platanus x hispanica,London plane,21,15,59,Mature,-0.127683,51.546864,"(51.546864, -0.127683)"
149,14696,Parks,1,Aesculus hippocastanum,Horse Chestnut,17,10,91,Mature,-0.148003,51.557882,"(51.557882, -0.148003)"
150,10418,Housing,1,Sorbus aria,Whitebeam,6,6,26,Semi-mature,-0.163634,51.552156,"(51.552156, -0.163634)"
151,20256,Highways,1,Platanus x hispanica,London plane,19,10,75,Mature,-0.179215,51.554358,"(51.554358, -0.179215)"
152,19074,Housing,1,Acer platanoides,Maple - Norway,15,5,46,Mature,-0.132811,51.539031,"(51.539031, -0.132811)"
153,10400,Highways,1,Fraxinus excelsior,Ash,15,8,36,Mature,-0.115697,51.522447,"(51.522447, -0.115697)"
154,7518,Highways,1,Platanus x hispanica,London plane,21,11,54,Semi-mature,-0.144197,51.52789,"(51.52789, -0.144197)"
155,9957,Highways,1,Sorbus aria,Whitebeam,7,5,19,Semi-mature,-0.205032,51.555021,"(51.555021, -0.205032)"
156,16329,Housing,1,Tilia europaea,Lime - Common,14,6,46,Mature,-0.160919,51.543686,"(51.543686, -0.160919)"
157,4164,Highways,1,Prunus cerasifera 'Pissardii',Plum,7,4,38,Mature,-0.151135,51.547887,"(51.547887, -0.151135)"
158,19941,Parks,1,Platanus x hispanica,London plane,24,19,117,Mature,-0.132441,51.535054,"(51.535054, -0.132441)"
159,10429,Highways,1,Platanus x hispanica,London plane,12,7,61,Mature,-0.202984,51.551717,"(51.551717, -0.202984)"
160,21932,Highways,1,Tilia europaea,Lime - Common,21,11,54,Mature,-0.149476,51.570138,"(51.570138, -0.149476)"
161,7672,Highways,1,Platanus x hispanica,London plane,22,16,66,Mature,-0.127842,51.514372,"(51.514372, -0.127842)"
162,9569,Highways,1,Acer campestre,Maple - Field,5,4,14,Semi-mature,-0.130389,51.549901,"(51.549901, -0.130389)"
163,13250,Highways,1,Prunus avium,"Cherry - Wild, Gean",5,4,15,Semi-mature,-0.198983,51.551203,"(51.551203, -0.198983)"
164,3979,Housing,1,Platanus x hispanica,London plane,19,12,53,Mature,-0.151983,51.551997,"(51.551997, -0.151983)"
165,19235,Parks,1,Tilia europaea,Lime - Common,20,10,73,Mature,-0.147045,51.546415,"(51.546415, -0.147045)"
166,8678,Highways,1,Platanus x hispanica,London plane,10,7,67,Mature,-0.191336,51.552387,"(51.552387, -0.191336)"
167,23881,Housing,1,Platanus x hispanica,London plane,18,8,33,Semi-mature,-0.153228,51.550053,"(51.550053, -0.153228)"
168,17853,Highways,1,Acer platanoides,Maple - Norway,11,6,41,Mature,-0.198124,51.551584,"(51.551584, -0.198124)"
169,21365,Housing,1,Aesculus hippocastanum,Horse Chestnut,13,7,57,Mature,-0.136797,51.543195,"(51.543195, -0.136797)"
170,16722,Highways,1,Platanus x hispanica,London plane,12,6,61,Mature,-0.137632,51.552372,"(51.552372, -0.137632)"
171,9681,Highways,1,Betula pendula,Birch - Silver,14,10,34,Mature,-0.12902,51.547331,"(51.547331, -0.12902)"
172,19269,Highways,1,Prunus cerasifera 'Pissardii',Plum,6,5,15,Semi-mature,-0.147397,51.538899,"(51.538899, -0.147397)"
173,18123,Parks,1,Platanus x hispanica,London plane,35,26,87,Mature,-0.121355,51.52483,"(51.52483, -0.121355)"
174,1044,Highways,1,Tilia europaea,Lime - Common,18,5,71,Mature,-0.181175,51.559636,"(51.559636, -0.181175)"
175,4355,Highways,1,Tilia euchlora,Lime - Caucasian,13,6,33,Semi-mature,-0.151419,51.571215,"(51.571215, -0.151419)"
176,4342,Highways,1,Pyrus calleryana 'Chanticclere',Pear - Chanticclere,10,4,23,Mature,-0.124825,51.527749,"(51.527749, -0.124825)"
177,16169,Highways,1,Platanus x hispanica,London plane,15,9,97,Mature,-0.168165,51.54091,"(51.54091, -0.168165)"
178,6594,Highways,1,Tilia europaea,Lime - Common,16,5,64,Mature,-0.170106,51.55321,"(51.55321, -0.170106)"
179,17159,Highways,1,Acer campestre,Maple - Field,8,7,29,Semi-mature,-0.176454,51.554739,"(51.554739, -0.176454)"
180,8714,Housing,1,Pyrus calleryana 'Chanticclere',Pear - Chanticclere,4,1,7,Young,-0.196591,51.541443,"(51.541443, -0.196591)"
181,18709,Highways,1,Prunus subhirtella 'Autumnalis',Cherry - Rosebud,4,2,7,Young,-0.151514,51.547778,"(51.547778, -0.151514)"
182,12227,Parks,1,Pyrus calleryana 'Chanticclere',Pear - Chanticclere,6,3,19,Semi-mature,-0.147443,51.546982,"(51.546982, -0.147443)"
183,15524,Highways,1,Prunus subhirtella 'Autumnalis',Cherry - Rosebud,5,2,6,Young,-0.144492,51.548645,"(51.548645, -0.144492)"
184,8612,Housing,1,Acer platanoides,Maple - Norway,14,8,41,Mature,-0.138573,51.543225,"(51.543225, -0.138573)"
185,19432,Parks,1,Platanus x hispanica,London plane,3,2,4,Young,-0.122999,51.518578,"(51.518578, -0.122999)"
186,22288,Parks,1,Fraxinus excelsior,Ash,13,5,26,Semi-mature,-0.132308,51.546716,"(51.546716, -0.132308)"
187,10820,Highways,1,Prunus avium,"Cherry - Wild, Gean",12,8,54,Mature,-0.129311,51.546184,"(51.546184, -0.129311)"
188,21389,Highways,1,Prunus cerasifera 'Pissardii',Plum,7,3,24,Semi-mature,-0.129435,51.543187,"(51.543187, -0.129435)"
189,18521,Highways,1,Robinia pseudoacacia,False Acacia,9,5,39,Semi-mature,-0.137679,51.545833,"(51.545833, -0.137679)"
190,4863,Highways,1,Platanus x hispanica,London plane,13,8,48,Semi-mature,-0.194793,51.547757,"(51.547757, -0.194793)"
191,24054,Highways,1,Acer platanoides,Maple - Norway,12,8,40,Mature,-0.188742,51.541995,"(51.541995, -0.188742)"
192,22668,Housing,1,Platanus x hispanica,London plane,25,16,110,Mature,-0.118952,51.527783,"(51.527783, -0.118952)"
193,11821,Parks,1,Tilia europaea,Lime - Common,20,10,71,Mature,-0.131974,51.544508,"(51.544508, -0.131974)"
194,6954,Housing,1,Tilia europaea,Lime - Common,18,8,65,Mature,-0.149377,51.561038,"(51.561038, -0.149377)"
195,2233,Highways,1,Platanus x hispanica,London plane,18,12,49,Semi-mature,-0.193459,51.552757,"(51.552757, -0.193459)"
196,15506,Highways,1,Platanus x hispanica,London plane,12,7,26,Semi-mature,-0.159756,51.545528,"(51.545528, -0.159756)"
197,6764,Highways,1,Platanus x hispanica,London plane,21,17,53,Mature,-0.128361,51.520182,"(51.520182, -0.128361)"
198,23526,Highways,1,Betula pendula,Birch - Silver,16,5,33,Mature,-0.165353,51.550233,"(51.550233, -0.165353)"
199,779,Highways,1,Amelanchier lamarckii,June Berry,2,1.5,4,Young,-0.157538,51.541992,"(51.541992, -0.157538)"
200,3864,Housing,1,Tilia europaea,Lime - Common,9,7,36,Semi-mature,-0.155437,51.543973,"(51.543973, -0.155437)"
201,728,Housing,1,Sorbus aria,Whitebeam,10,6,44,Mature,-0.116696,51.521909,"(51.521909, -0.116696)"
202,15748,Housing,1,Robinia pseudoacacia,False Acacia,15,10,42,Mature,-0.148,51.544715,"(51.544715, -0.148)"
203,4249,Highways,1,Pyrus calleryana 'Chanticclere',Pear - Chanticclere,7,3,17,Semi-mature,-0.153251,51.553773,"(51.553773, -0.153251)"
204,12460,Highways,1,Ginkgo biloba,Maidenhair tree,5,2,5,Young,-0.122263,51.533879,"(51.533879, -0.122263)"
205,6634,Highways,1,Platanus x hispanica,London plane,25,17,103,Mature,-0.175975,51.550613,"(51.550613, -0.175975)"
206,12874,Highways,1,Platanus x hispanica,London plane,18,14,72,Mature,-0.119909,51.520768,"(51.520768, -0.119909)"
207,15858,Highways,1,Tilia europaea,Lime - Common,13,9,55,Mature,-0.202511,51.553201,"(51.553201, -0.202511)"
208,10428,Highways,1,Carpinus betulus,Hornbeam,4,1.5,4,Young,-0.146429,51.548245,"(51.548245, -0.146429)"
209,20349,Highways,1,Prunus subhirtella 'Autumnalis',Cherry - Rosebud,4,5,15,Semi-mature,-0.197973,51.554309,"(51.554309, -0.197973)"
210,20877,Parks,1,Tilia europaea,Lime - Common,15,6,33,Mature,-0.173817,51.542726,"(51.542726, -0.173817)"
211,2462,Housing,1,Aesculus hippocastanum,Horse Chestnut,6,4,23,Semi-mature,-0.17672,51.543553,"(51.543553, -0.17672)"
212,2901,Housing,1,Acer pseudoplatanus,Sycamore,18,7,52,Mature,-0.143054,51.545143,"(51.545143, -0.143054)"
213,6184,Highways,1,Prunus subhirtella 'Autumnalis',Cherry - Rosebud,6,6,24,Semi-mature,-0.123032,51.528611,"(51.528611, -0.123032)"
214,19304,Highways,1,Acer campestre,Maple - Field,7,4,17,Semi-mature,-0.206781,51.553677,"(51.553677, -0.206781)"
